business_id,business_type,location_type,years_in_business,num_employees,owner_gender,owner_age,education_level,monthly_revenue,monthly_expenses,cash_flow_volatility,mobile_money_frequency,mobile_money_volume,mobile_money_consistency,has_bank_account,bank_account_age,savings_balance,num_suppliers,num_customers,digital_payment_adoption,social_media_presence,mobile_money_score,business_score,banking_score,digital_score,demo_score,credit_score,traditional_score,traditional_approval,ai_approval,actually_creditworthy
SME_00257,services,urban,2.0,6,male,18.0,1,63339,45170.0,0.27,50.0,15223.0,0.4,1,0.7,512.0,5,30,0.27,1,0.39,0.37,0.52,0.56,0.13,0.43,0.43,0,0,0
SME_00258,services,urban,1.1,11,male,48.8,2,21555,16464.0,0.1,24.0,5372.0,0.92,1,1.1,440.0,4,28,0.37,0,0.45,0.26,0.52,0.22,0.46,0.4,0.4,0,0,0
SME_00259,retail,urban,0.6,6,male,53.3,1,7977,6857.0,0.2,66.0,1844.0,0.61,1,1.2,901.0,6,23,0.23,1,0.52,0.17,0.53,0.54,0.39,0.43,0.43,0,0,0
SME_00260,services,urban,2.1,9,female,45.8,3,23372,21381.0,0.32,17.0,5092.0,1.0,0,0.0,0.0,4,25,0.45,1,0.43,0.21,0.0,0.67,0.54,0.34,0.26,0,0,0
SME_00261,food,rural,1.2,12,male,24.3,1,8989,8353.0,0.17,55.0,2246.0,0.69,0,0.0,0.0,2,19,0.11,1,0.5,0.17,0.0,0.47,0.17,0.3,0.25,0,0,0
SME_00262,retail,urban,0.9,7,female,35.6,2,15062,12428.0,0.34,15.0,3894.0,0.73,1,0.7,6640.0,4,22,0.7,0,0.36,0.2,0.55,0.42,0.36,0.35,0.27,0,0,0
SME_00263,agriculture,urban,1.9,14,male,37.9,4,9285,7766.0,0.18,8.0,2856.0,0.36,1,1.5,2841.0,4,29,0.11,0,0.23,0.22,0.55,0.07,0.58,0.31,0.31,0,0,0
SME_00264,manufacturing,urban,0.4,6,male,45.2,1,83811,76122.0,0.12,62.0,26263.0,0.63,0,0.0,0.0,3,19,0.56,1,0.53,0.35,0.0,0.74,0.33,0.43,0.43,0,0,0
SME_00265,services,urban,7.9,9,male,46.0,2,27462,22914.0,0.11,12.0,5857.0,0.94,0,0.0,0.0,2,26,0.58,0,0.39,0.33,0.0,0.35,0.44,0.32,0.32,0,0,0
SME_00266,services,urban,6.1,8,male,29.2,1,9942,8244.0,0.16,17.0,2228.0,0.65,1,5.7,283.0,4,19,0.19,0,0.33,0.26,0.62,0.11,0.21,0.36,0.36,0,0,0
SME_00267,services,urban,3.7,10,female,39.0,2,14684,13601.0,0.1,10.0,3115.0,0.36,0,0.0,0.0,5,24,0.45,1,0.21,0.22,0.0,0.67,0.39,0.27,0.19,0,0,0
SME_00268,agriculture,rural,0.3,9,male,43.5,2,16632,14927.0,0.33,27.0,4340.0,0.38,1,1.6,5178.0,3,21,0.04,1,0.3,0.18,0.56,0.42,0.42,0.35,0.3,0,0,0
SME_00269,retail,urban,4.5,5,male,55.5,2,16648,15437.0,0.56,100.0,3929.0,0.87,0,0.0,0.0,5,21,0.8,0,0.73,0.2,0.0,0.48,0.51,0.42,0.42,0,0,0
SME_00270,manufacturing,rural,5.0,7,male,46.5,2,15028,11340.0,0.13,1.0,5513.0,0.93,0,0.0,0.0,4,26,0.37,1,0.39,0.28,0.0,0.62,0.45,0.35,0.3,0,0,0
SME_00271,manufacturing,rural,4.4,10,male,47.5,3,33251,27635.0,0.1,58.0,10272.0,0.53,1,2.4,1199.0,2,32,0.59,1,0.48,0.3,0.56,0.75,0.56,0.49,0.44,0,0,0
SME_00272,manufacturing,rural,0.4,6,male,39.0,1,11472,10447.0,1.3,1.0,4240.0,0.81,1,3.6,1477.0,4,22,0.43,0,0.36,0.11,0.58,0.26,0.28,0.29,0.24,0,0,0
SME_00273,tech,urban,3.1,7,female,54.9,1,50174,36516.0,0.1,11.0,15691.0,0.54,1,6.4,1097.0,4,25,0.42,1,0.3,0.35,0.63,0.65,0.41,0.44,0.36,0,0,0
SME_00274,agriculture,urban,5.4,8,female,42.9,3,24339,21873.0,0.1,5.0,9524.0,0.74,1,1.9,436.0,4,21,0.25,0,0.36,0.27,0.54,0.15,0.51,0.35,0.27,0,0,0
SME_00275,agriculture,urban,2.6,6,male,27.7,2,12511,9330.0,0.14,35.0,3637.0,0.65,1,1.5,866.0,6,24,0.47,0,0.42,0.25,0.54,0.28,0.3,0.37,0.37,0,0,0
SME_00276,manufacturing,urban,3.1,5,female,54.8,3,17787,16044.0,0.4,1.0,6920.0,0.9,1,0.0,3440.0,8,24,0.08,0,0.39,0.2,0.52,0.05,0.61,0.35,0.27,0,0,0
SME_00277,services,rural,1.8,7,male,46.4,2,15903,13565.0,0.1,20.0,2345.0,0.5,1,0.1,1463.0,1,20,0.5,0,0.27,0.22,0.51,0.3,0.44,0.32,0.27,0,0,0
SME_00278,services,urban,2.3,4,male,32.7,3,15310,11457.0,0.26,9.0,1772.0,0.99,1,0.3,3003.0,3,20,0.53,1,0.37,0.24,0.52,0.72,0.43,0.42,0.42,0,0,0
SME_00279,manufacturing,urban,0.1,12,male,32.2,2,41806,34211.0,0.16,4.0,11444.0,0.61,0,0.0,0.0,4,29,0.92,0,0.28,0.28,0.0,0.55,0.34,0.27,0.27,0,0,0
SME_00280,manufacturing,rural,3.1,12,male,41.6,3,17544,15272.0,0.1,37.0,6931.0,0.87,1,1.0,2389.0,2,18,0.2,1,0.53,0.24,0.53,0.52,0.5,0.43,0.38,0,0,0
SME_00281,agriculture,rural,0.3,9,male,43.6,4,8809,7562.0,0.12,6.0,1985.0,0.36,1,0.8,857.0,1,28,0.37,1,0.2,0.18,0.52,0.62,0.62,0.3,0.25,0,0,0
SME_00282,agriculture,urban,1.7,7,male,40.4,2,6950,5607.0,0.39,6.0,1137.0,0.84,0,0.0,0.0,4,26,0.82,1,0.33,0.19,0.0,0.89,0.4,0.3,0.3,0,0,0
SME_00283,retail,urban,1.0,5,male,41.7,1,11131,10294.0,0.28,8.0,2855.0,0.87,0,0.0,0.0,2,18,0.34,1,0.37,0.16,0.0,0.6,0.3,0.29,0.29,0,0,0
SME_00284,services,urban,2.4,5,male,58.4,1,18284,15172.0,0.1,22.0,5387.0,0.88,1,1.8,1696.0,5,30,0.36,1,0.44,0.23,0.55,0.62,0.44,0.4,0.4,0,0,0
SME_00285,retail,urban,0.4,7,male,50.9,1,6465,5343.0,0.1,27.0,1258.0,0.35,1,1.3,2550.0,1,24,0.59,0,0.27,0.18,0.54,0.35,0.38,0.31,0.31,0,0,0
SME_00286,agriculture,urban,3.5,6,female,40.3,1,16857,12062.0,0.31,1.0,5300.0,0.89,0,0.0,0.0,3,21,0.18,1,0.37,0.27,0.0,0.51,0.29,0.29,0.21,0,0,0
SME_00287,agriculture,urban,4.8,7,male,49.3,2,23525,21891.0,0.5,7.0,9234.0,0.41,0,0.0,0.0,4,27,0.74,1,0.27,0.23,0.0,0.84,0.47,0.31,0.31,0,0,0
SME_00288,retail,urban,0.5,9,male,25.6,2,9540,7100.0,0.13,14.0,3521.0,0.91,1,0.2,744.0,4,22,0.8,0,0.44,0.22,0.51,0.48,0.28,0.36,0.36,0,0,0
SME_00289,services,urban,0.3,8,male,42.8,2,21708,18063.0,0.27,10.0,4070.0,0.66,1,5.6,220.0,5,26,0.72,1,0.29,0.21,0.61,0.83,0.42,0.4,0.4,0,0,0
SME_00290,retail,urban,0.5,6,male,59.7,2,11601,10451.0,0.1,54.0,2297.0,0.29,0,0.0,0.0,2,19,0.26,1,0.36,0.17,0.0,0.56,0.54,0.28,0.28,0,0,0
SME_00291,retail,urban,6.3,9,male,35.4,2,6424,4843.0,0.11,39.0,1358.0,0.45,1,1.4,11585.0,4,22,0.56,0,0.35,0.28,0.6,0.34,0.36,0.35,0.35,0,0,0
SME_00292,manufacturing,urban,2.3,8,male,27.8,1,73985,61544.0,0.1,25.0,16156.0,0.91,0,0.0,0.0,5,21,0.3,1,0.44,0.38,0.0,0.58,0.2,0.38,0.38,0,0,0
SME_00293,agriculture,rural,1.9,5,male,30.2,1,9939,7555.0,0.44,10.0,1293.0,0.58,1,0.1,1852.0,4,21,0.41,0,0.25,0.21,0.51,0.25,0.21,0.29,0.24,0,0,0
SME_00294,retail,rural,0.3,9,male,24.9,1,10400,9255.0,0.15,30.0,3417.0,0.44,1,1.1,3176.0,6,20,0.37,0,0.35,0.17,0.54,0.22,0.17,0.31,0.26,0,0,0
SME_00295,agriculture,urban,3.1,6,male,28.6,2,21220,17848.0,0.51,46.0,4448.0,0.97,1,2.7,3137.0,4,30,0.17,1,0.54,0.23,0.57,0.5,0.31,0.45,0.45,0,0,0
SME_00296,manufacturing,urban,6.1,8,male,33.6,1,30734,28091.0,0.37,23.0,11186.0,0.53,1,0.6,8981.0,3,30,0.22,1,0.36,0.28,0.57,0.53,0.25,0.39,0.39,0,0,0
SME_00297,retail,urban,5.3,6,male,21.1,1,13256,12244.0,0.53,38.0,5012.0,0.77,0,0.0,0.0,2,21,0.16,0,0.5,0.21,0.0,0.1,0.14,0.29,0.29,0,0,0
SME_00298,services,rural,3.0,7,male,38.2,2,16549,14268.0,0.1,35.0,1776.0,0.72,1,0.7,4739.0,3,16,0.21,1,0.39,0.23,0.54,0.53,0.37,0.4,0.35,0,0,0
SME_00299,retail,rural,0.2,8,male,48.8,3,4537,3999.0,0.1,21.0,1799.0,0.95,0,0.0,0.0,2,13,0.18,1,0.49,0.16,0.0,0.51,0.55,0.33,0.28,0,0,0
SME_00300,retail,urban,0.4,5,female,27.1,1,9105,7624.0,1.07,9.0,2850.0,0.65,1,4.7,787.0,3,24,0.85,1,0.32,0.13,0.6,0.91,0.19,0.36,0.28,0,0,0
SME_00301,agriculture,rural,0.2,8,male,56.2,2,9392,7477.0,0.38,34.0,2405.0,0.54,1,3.9,2880.0,3,30,0.47,0,0.37,0.18,0.6,0.28,0.52,0.34,0.29,0,0,0
SME_00302,agriculture,urban,0.9,5,male,44.1,3,12969,11180.0,0.54,6.0,2812.0,0.66,1,1.5,6546.0,3,19,0.25,1,0.29,0.17,0.57,0.55,0.52,0.36,0.36,0,0,0
SME_00303,services,urban,0.4,9,male,50.4,3,11574,10730.0,0.1,38.0,2958.0,0.9,1,0.5,2936.0,3,22,0.66,1,0.5,0.17,0.53,0.8,0.57,0.46,0.46,0,0,0
SME_00304,services,rural,0.9,11,female,30.1,4,23538,18929.0,0.13,41.0,4646.0,0.75,0,0.0,0.0,3,22,0.3,1,0.45,0.24,0.0,0.58,0.52,0.33,0.2,0,0,0
SME_00305,food,rural,1.5,8,male,48.3,1,18979,14777.0,0.41,43.0,5443.0,0.72,1,6.2,317.0,5,21,0.6,1,0.47,0.23,0.63,0.76,0.35,0.43,0.38,0,0,0
SME_00306,agriculture,rural,8.6,6,male,24.9,1,17745,14145.0,0.1,16.0,2269.0,0.61,0,0.0,0.0,2,24,0.36,1,0.29,0.32,0.0,0.62,0.18,0.28,0.23,0,0,0
SME_00307,agriculture,rural,2.8,11,male,48.7,3,19947,16134.0,0.25,5.0,5712.0,0.62,1,3.3,11364.0,3,24,0.56,0,0.29,0.25,0.63,0.34,0.56,0.37,0.32,0,0,0
SME_00308,manufacturing,urban,5.4,7,male,40.1,2,28314,20341.0,0.17,3.0,5170.0,0.4,0,0.0,0.0,4,25,0.58,1,0.19,0.33,0.0,0.75,0.4,0.27,0.27,0,0,0
SME_00309,retail,rural,3.7,10,male,44.6,2,6202,5114.0,0.1,34.0,653.0,0.76,0,0.0,0.0,3,34,0.39,0,0.4,0.23,0.0,0.23,0.44,0.29,0.24,0,0,0
SME_00310,agriculture,urban,0.4,8,male,23.9,3,11425,9409.0,0.1,54.0,3037.0,0.89,0,0.0,0.0,6,35,0.11,0,0.56,0.2,0.0,0.07,0.38,0.33,0.33,0,0,0
SME_00311,retail,rural,4.0,9,female,27.3,3,10350,8768.0,0.1,26.0,2831.0,0.51,1,0.9,3561.0,4,29,0.42,0,0.34,0.23,0.54,0.25,0.4,0.36,0.23,0,0,0
SME_00312,retail,urban,1.0,7,male,45.2,4,11388,9005.0,0.1,4.0,2596.0,0.4,0,0.0,0.0,4,25,0.11,1,0.2,0.21,0.0,0.47,0.63,0.21,0.21,0,0,0
SME_00313,food,rural,3.1,7,female,26.6,4,9695,8273.0,0.3,68.0,1180.0,0.98,1,6.5,1447.0,3,21,0.57,0,0.6,0.21,0.64,0.34,0.49,0.48,0.35,0,0,0
SME_00314,manufacturing,urban,1.3,12,female,43.6,3,54559,50170.0,0.1,100.0,20078.0,0.95,0,0.0,0.0,4,32,0.82,0,0.8,0.3,0.0,0.49,0.53,0.48,0.4,0,0,0
SME_00315,services,rural,18.2,3,male,21.6,1,17637,16559.0,0.1,14.0,4999.0,0.95,0,0.0,0.0,5,23,0.59,0,0.43,0.39,0.0,0.35,0.15,0.31,0.26,0,0,0
SME_00316,agriculture,urban,0.9,6,male,48.2,3,11154,9435.0,0.69,23.0,1503.0,0.7,1,2.8,6678.0,2,28,0.22,0,0.34,0.16,0.6,0.13,0.56,0.32,0.32,0,0,0
SME_00317,retail,rural,1.0,9,male,23.2,1,6092,4329.0,0.19,38.0,1543.0,0.68,1,1.7,3846.0,4,25,0.65,1,0.43,0.22,0.56,0.79,0.16,0.42,0.37,0,0,0
SME_00318,retail,urban,8.0,8,male,44.6,1,13661,12873.0,0.15,33.0,3404.0,0.94,0,0.0,0.0,3,18,0.35,1,0.49,0.26,0.0,0.61,0.32,0.37,0.37,0,0,0
SME_00319,retail,urban,0.1,8,male,45.5,3,15776,13827.0,0.39,86.0,1863.0,0.86,0,0.0,0.0,2,22,0.3,0,0.64,0.17,0.0,0.18,0.53,0.33,0.33,0,0,0
SME_00320,agriculture,urban,3.6,7,female,29.6,1,19451,15249.0,0.72,3.0,5486.0,0.97,1,1.3,4902.0,6,29,0.53,0,0.39,0.24,0.56,0.32,0.22,0.34,0.26,0,0,0
SME_00321,services,urban,3.9,9,female,45.0,1,41644,30683.0,0.1,22.0,14263.0,0.75,1,1.9,4980.0,5,22,0.44,1,0.42,0.34,0.57,0.66,0.33,0.44,0.36,0,0,0
SME_00322,services,rural,5.4,11,male,41.1,1,28848,21228.0,0.18,29.0,9367.0,0.73,1,1.5,385.0,5,23,0.1,1,0.43,0.33,0.53,0.46,0.3,0.44,0.39,0,0,0
SME_00323,retail,urban,11.0,8,male,31.5,3,12406,9204.0,0.28,55.0,1996.0,0.6,0,0.0,0.0,4,27,0.69,1,0.45,0.35,0.0,0.81,0.43,0.41,0.41,0,0,0
SME_00324,food,rural,11.1,7,female,25.9,2,7150,5086.0,0.12,52.0,2565.0,0.57,1,4.4,4543.0,5,30,0.87,0,0.49,0.35,0.62,0.52,0.29,0.45,0.32,0,0,0
SME_00325,services,urban,0.2,8,female,18.0,3,11546,10686.0,0.44,95.0,2341.0,0.7,0,0.0,0.0,5,24,0.4,1,0.65,0.15,0.0,0.64,0.32,0.37,0.29,0,0,0
SME_00326,services,urban,5.2,15,female,42.2,1,16700,13948.0,1.07,18.0,6412.0,0.83,1,0.5,9411.0,1,18,0.9,1,0.44,0.23,0.57,0.94,0.3,0.46,0.38,0,0,0
SME_00327,services,rural,3.1,14,male,19.2,3,20273,17739.0,0.86,44.0,2464.0,0.9,1,1.2,1968.0,5,29,0.43,1,0.48,0.21,0.54,0.66,0.34,0.43,0.38,0,0,0
SME_00328,agriculture,rural,3.1,10,male,39.1,3,24917,22600.0,0.1,14.0,6126.0,0.15,1,0.5,3390.0,2,31,0.48,0,0.17,0.24,0.53,0.29,0.49,0.31,0.26,0,0,0
SME_00329,retail,urban,0.4,6,male,34.8,2,12289,11034.0,0.1,14.0,3430.0,0.88,1,1.4,2139.0,5,25,0.57,0,0.4,0.17,0.54,0.34,0.35,0.37,0.37,0,0,0
SME_00330,agriculture,urban,3.2,13,male,46.1,2,24897,22921.0,0.95,7.0,4339.0,0.86,1,4.7,8592.0,1,23,0.16,1,0.34,0.2,0.65,0.5,0.44,0.36,0.36,0,0,0
SME_00331,manufacturing,rural,12.1,4,male,34.4,1,22663,21344.0,0.18,43.0,7511.0,0.87,0,0.0,0.0,3,17,0.5,0,0.53,0.32,0.0,0.3,0.24,0.36,0.31,0,0,0
SME_00332,retail,urban,7.3,4,male,34.0,4,13341,10803.0,0.1,100.0,3843.0,0.96,0,0.0,0.0,3,26,0.79,0,0.77,0.28,0.0,0.47,0.55,0.43,0.43,0,0,0
SME_00333,retail,rural,1.7,7,female,46.8,2,11120,10426.0,0.37,7.0,1172.0,0.53,1,0.4,1186.0,8,34,0.26,1,0.22,0.16,0.52,0.56,0.46,0.32,0.19,0,0,0
SME_00334,retail,rural,0.1,10,male,42.0,4,3624,3192.0,0.1,1.0,1024.0,0.72,1,4.6,5747.0,5,17,0.8,1,0.3,0.16,0.63,0.88,0.6,0.4,0.35,0,0,0
SME_00335,retail,rural,1.3,13,male,41.8,2,6780,4866.0,0.1,42.0,1678.0,0.8,0,0.0,0.0,3,20,0.92,1,0.48,0.24,0.0,0.95,0.4,0.4,0.35,0,0,0
SME_00336,manufacturing,urban,5.3,6,male,43.6,3,47518,41362.0,0.63,24.0,7546.0,0.7,1,0.1,1312.0,3,20,0.46,1,0.35,0.3,0.51,0.68,0.52,0.43,0.43,0,0,0
SME_00337,services,rural,3.6,10,male,19.6,3,16740,14592.0,0.1,80.0,6675.0,0.78,1,2.0,2357.0,3,26,0.6,1,0.67,0.24,0.55,0.76,0.34,0.48,0.43,0,0,0
SME_00338,agriculture,urban,1.8,5,male,47.1,3,9666,8955.0,0.1,7.0,3568.0,0.85,1,6.0,429.0,4,29,0.55,1,0.39,0.17,0.62,0.73,0.55,0.39,0.39,0,0,0
SME_00339,retail,urban,0.2,11,male,45.3,4,3934,3121.0,0.1,2.0,739.0,0.75,1,0.2,16.0,2,30,0.32,1,0.29,0.19,0.5,0.59,0.64,0.35,0.35,0,0,0
SME_00340,agriculture,urban,1.7,6,female,25.8,2,13476,11404.0,0.28,17.0,3535.0,0.42,1,1.7,988.0,3,22,0.23,1,0.27,0.2,0.54,0.54,0.28,0.35,0.27,0,0,0
SME_00341,agriculture,urban,1.9,8,male,35.1,1,15159,10657.0,0.1,2.0,2955.0,0.98,0,0.0,0.0,5,24,0.75,1,0.36,0.26,0.0,0.85,0.26,0.34,0.34,0,0,0
SME_00342,retail,rural,7.9,4,male,37.5,3,5617,4398.0,0.19,8.0,1868.0,0.8,1,0.0,3731.0,4,28,0.53,0,0.37,0.28,0.52,0.32,0.48,0.4,0.35,0,0,0
SME_00343,agriculture,rural,3.1,8,male,36.4,3,12706,9092.0,0.3,3.0,4817.0,0.46,1,2.0,5257.0,5,17,0.19,1,0.26,0.26,0.57,0.51,0.46,0.36,0.31,0,0,0
SME_00344,agriculture,rural,1.1,9,female,42.0,2,14694,12203.0,0.57,6.0,3051.0,0.97,0,0.0,0.0,3,21,0.5,0,0.38,0.19,0.0,0.3,0.41,0.25,0.12,0,0,0
SME_00345,services,urban,2.2,11,female,55.2,1,25500,23061.0,0.1,3.0,8713.0,0.83,1,0.9,1594.0,5,41,0.32,1,0.36,0.24,0.53,0.59,0.43,0.36,0.28,0,0,0
SME_00346,services,urban,0.2,8,female,51.0,2,7599,5711.0,0.51,77.0,1896.0,0.99,1,2.0,4047.0,10,31,0.45,0,0.68,0.19,0.56,0.27,0.48,0.44,0.36,0,0,0
SME_00347,retail,urban,10.8,8,male,22.3,2,6147,5113.0,0.1,8.0,1346.0,0.28,0,0.0,0.0,3,23,0.83,1,0.18,0.31,0.0,0.9,0.26,0.29,0.29,0,0,0
SME_00348,agriculture,rural,1.3,9,male,45.5,2,10623,7978.0,0.34,15.0,4053.0,0.61,0,0.0,0.0,3,25,0.1,0,0.36,0.22,0.0,0.06,0.44,0.27,0.22,0,0,0
SME_00349,services,urban,1.9,13,male,53.9,2,24514,17899.0,0.17,57.0,6205.0,0.76,0,0.0,0.0,4,26,0.91,1,0.53,0.28,0.0,0.95,0.5,0.41,0.41,0,0,0
SME_00350,agriculture,rural,1.3,10,male,42.6,3,14593,12079.0,0.1,28.0,3506.0,0.39,1,0.7,1786.0,1,23,0.01,0,0.3,0.22,0.52,0.01,0.51,0.32,0.27,0,0,0
SME_00351,manufacturing,urban,3.4,9,female,51.1,1,39251,28252.0,0.38,24.0,11843.0,0.91,1,1.4,712.0,5,30,0.83,1,0.46,0.32,0.53,0.9,0.38,0.47,0.39,0,0,0
SME_00352,services,urban,3.3,8,male,62.1,2,16727,14165.0,0.1,31.0,2984.0,1.0,1,0.9,1015.0,5,22,0.14,1,0.48,0.24,0.52,0.48,0.56,0.41,0.41,0,0,0
SME_00353,retail,rural,3.8,7,female,50.3,1,7017,4967.0,0.1,44.0,1385.0,0.63,1,0.7,3131.0,3,34,0.38,0,0.42,0.26,0.53,0.23,0.38,0.37,0.24,0,0,0
SME_00354,retail,urban,0.9,12,female,41.0,1,7771,5647.0,0.13,53.0,2950.0,0.57,1,3.6,1332.0,2,19,0.34,0,0.5,0.23,0.58,0.2,0.3,0.39,0.31,0,0,0
SME_00355,services,rural,1.1,2,male,50.5,3,20395,17081.0,0.32,26.0,6191.0,0.53,1,5.5,2445.0,3,20,0.22,1,0.35,0.2,0.62,0.53,0.57,0.4,0.35,0,0,0
SME_00356,retail,rural,0.4,6,female,39.7,4,5535,4693.0,0.1,55.0,1926.0,0.58,1,4.1,1595.0,6,28,0.36,1,0.5,0.17,0.59,0.62,0.59,0.43,0.3,0,0,0
SME_00357,services,urban,3.2,6,male,38.3,2,27396,19376.0,0.1,19.0,4968.0,0.32,0,0.0,0.0,4,25,0.16,0,0.23,0.3,0.0,0.1,0.38,0.21,0.21,0,0,0
SME_00358,tech,urban,0.1,6,male,33.8,3,56508,47656.0,0.1,8.0,14869.0,0.82,1,4.3,231.0,3,26,0.75,0,0.36,0.3,0.59,0.45,0.45,0.41,0.41,0,0,0
SME_00359,services,urban,2.7,13,male,56.8,3,19151,17420.0,0.19,53.0,7496.0,0.92,1,5.1,808.0,3,25,0.12,1,0.61,0.23,0.61,0.47,0.62,0.5,0.5,0,0,0
SME_00360,agriculture,rural,6.1,6,male,28.2,3,9227,8125.0,0.17,19.0,1805.0,0.29,0,0.0,0.0,1,23,0.66,0,0.22,0.24,0.0,0.4,0.4,0.24,0.19,0,0,0
SME_00361,services,urban,6.6,6,male,56.4,1,11338,8308.0,0.1,59.0,1680.0,0.49,1,0.7,2892.0,5,28,0.65,1,0.43,0.3,0.53,0.79,0.42,0.43,0.43,0,0,0
SME_00362,agriculture,rural,1.8,9,male,44.0,4,9261,7854.0,0.1,1.0,2345.0,0.71,1,0.2,4765.0,3,18,0.38,1,0.29,0.2,0.53,0.63,0.62,0.35,0.3,0,0,0
SME_00363,agriculture,rural,1.8,8,male,21.2,2,10516,9129.0,0.17,13.0,2275.0,0.82,1,1.3,1245.0,5,31,0.5,0,0.36,0.2,0.53,0.3,0.26,0.31,0.26,0,0,0
SME_00364,tech,rural,0.2,14,male,42.4,2,15506,10999.0,0.47,74.0,2293.0,1.0,1,5.8,1469.0,2,19,0.68,1,0.64,0.23,0.62,0.81,0.41,0.49,0.44,0,0,0
SME_00365,agriculture,urban,3.3,6,male,18.0,1,14415,13173.0,0.38,7.0,5284.0,0.86,0,0.0,0.0,6,33,0.84,1,0.4,0.2,0.0,0.9,0.13,0.34,0.34,0,0,0
SME_00366,food,rural,5.2,4,male,45.5,2,14473,13410.0,0.59,71.0,5749.0,0.26,1,2.2,755.0,5,30,0.46,1,0.48,0.2,0.55,0.68,0.44,0.41,0.36,0,0,0
SME_00367,tech,rural,0.8,9,male,48.6,1,50187,45801.0,0.1,77.0,13579.0,0.87,0,0.0,0.0,3,19,0.31,1,0.65,0.27,0.0,0.59,0.35,0.41,0.36,0,0,0
SME_00368,retail,urban,1.6,7,male,30.9,1,8527,7727.0,1.02,53.0,2834.0,0.62,0,0.0,0.0,7,24,0.28,1,0.5,0.13,0.0,0.57,0.22,0.32,0.32,0,0,0
SME_00369,retail,urban,5.5,8,female,39.5,2,10597,9391.0,0.13,21.0,3791.0,0.3,1,1.2,3117.0,3,22,0.28,1,0.28,0.24,0.54,0.57,0.39,0.37,0.29,0,0,0
SME_00370,retail,rural,6.3,8,female,61.4,3,6404,5497.0,1.39,26.0,1987.0,0.5,1,6.0,2746.0,2,19,0.32,1,0.35,0.18,0.64,0.59,0.65,0.37,0.24,0,0,0
SME_00371,retail,urban,0.8,10,female,31.9,3,11037,9598.0,0.1,51.0,1250.0,0.88,1,0.9,3754.0,2,26,0.45,0,0.5,0.19,0.54,0.27,0.43,0.38,0.3,0,0,0
SME_00372,retail,rural,2.4,6,female,25.3,2,14812,13354.0,0.19,37.0,2182.0,0.88,1,4.2,175.0,6,28,0.69,0,0.46,0.2,0.59,0.41,0.28,0.38,0.25,0,0,0
SME_00373,services,urban,0.6,4,male,55.8,3,28726,24866.0,0.13,25.0,3484.0,0.97,1,0.3,1677.0,4,32,0.21,1,0.43,0.22,0.52,0.53,0.62,0.39,0.39,0,0,0
SME_00374,retail,urban,0.3,10,female,61.6,3,12808,10015.0,0.13,100.0,1319.0,0.58,1,1.9,818.0,5,28,0.25,1,0.6,0.21,0.54,0.55,0.66,0.46,0.38,0,0,0
SME_00375,agriculture,rural,7.3,10,male,38.0,3,9852,7822.0,0.55,29.0,1890.0,0.78,1,1.8,4270.0,6,28,0.53,0,0.41,0.27,0.56,0.32,0.48,0.39,0.34,0,0,0
SME_00376,manufacturing,urban,5.2,5,male,50.1,1,43869,40547.0,0.41,93.0,9551.0,0.12,0,0.0,0.0,6,19,0.2,1,0.47,0.29,0.0,0.52,0.37,0.32,0.32,0,0,0
SME_00377,retail,urban,4.3,7,female,54.1,3,5296,3730.0,1.45,1.0,913.0,0.78,0,0.0,0.0,1,21,0.27,1,0.29,0.2,0.0,0.56,0.6,0.27,0.19,0,0,0
SME_00378,manufacturing,urban,0.1,8,male,29.1,4,29379,25698.0,0.29,4.0,3507.0,0.98,1,0.4,300.0,5,25,0.2,0,0.35,0.21,0.51,0.12,0.51,0.31,0.31,0,0,0
SME_00379,retail,urban,5.6,4,female,32.2,3,13135,12330.0,0.19,15.0,3401.0,0.31,1,0.5,877.0,6,26,0.73,0,0.23,0.22,0.52,0.44,0.44,0.34,0.26,0,0,0
SME_00380,retail,urban,1.7,7,female,52.8,2,13984,12258.0,0.1,12.0,2545.0,0.8,0,0.0,0.0,5,24,0.39,0,0.34,0.2,0.0,0.23,0.49,0.26,0.18,0,0,0
SME_00381,services,urban,1.3,12,female,58.2,2,25492,24179.0,1.7,38.0,8637.0,0.6,0,0.0,0.0,5,16,0.35,1,0.43,0.13,0.0,0.61,0.53,0.32,0.24,0,0,0
SME_00382,services,rural,2.4,8,female,44.8,2,16877,14715.0,0.24,4.0,1728.0,0.78,0,0.0,0.0,4,22,0.67,1,0.28,0.21,0.0,0.8,0.43,0.27,0.14,0,0,0
SME_00383,manufacturing,urban,0.3,6,male,27.4,2,30052,21295.0,0.36,93.0,10601.0,0.63,1,1.5,10912.0,5,23,0.19,0,0.67,0.26,0.6,0.11,0.3,0.47,0.47,0,0,0
SME_00384,services,rural,4.2,5,male,61.8,1,18601,16867.0,0.16,9.0,7188.0,0.78,0,0.0,0.0,1,28,0.29,1,0.39,0.23,0.0,0.57,0.46,0.31,0.26,0,0,0
SME_00385,manufacturing,urban,2.6,8,male,31.6,2,22200,17120.0,0.24,14.0,6989.0,0.25,0,0.0,0.0,4,31,0.47,1,0.23,0.26,0.0,0.68,0.34,0.25,0.25,0,0,0
SME_00386,retail,rural,0.6,9,male,34.0,3,5706,4631.0,0.86,8.0,1826.0,0.98,1,5.9,547.0,9,27,0.27,1,0.42,0.15,0.62,0.56,0.45,0.4,0.35,0,0,0
